"GID","TIMESTAMP","CROP_ID","ADULTS","SMALL_INSTARS","LARGE_INSTARS","TEMPERATURE_AVG","TEMPERATURE_MAX","TEMPERATURE_MIN","HUMIDITY_AVG","HUMIDITY_MAX","HUMIDITY_MIN","PRECIPITATIONS","WINDSPEED_AVG","WINDSPEED_MAX","CUM_DEGREE_DAYS","DEGREE_DAYS","TOTAL_CAPTURES"
"197","2020-04-27","45","2.66666666666667","0","0","16.5750022888184","22.4500022888184","9.99999771118166","58.375","83.625","38.875","3.29999923706055","2.437500014901161","4.437499970197678","63.59996337890679","35.0000183105471","2.66666666666667"
"148","2020-04-27","40","1","0","0","16.85","22.8333272298177","10.0500020345052","66","87.16666666666667","44.5","2.9999988079071","1.416666696468989","2.716666917006175","63.8000244140631","27.9000000000001","1"
"26","2020-04-27","35","1","0","0","16.8428588867188","22.9571428571429","9.91428309849333","60.7142857142857","83.28571428571429","39.42857142857143","1.20000076293945","1.614285741533552","3.114285979952131","67.4000000000006","32.5000122070314","1"
"117","2020-04-27","45","1.2","0","0","17.4166707356771","22.7333363850912","11.3166646321615","58.3333333333333","82.16666666666667","41.5","3.29999923706055","2.633333325386048","4.766666571299235","63.59996337890671","31.3000244140626","1.2"
"146","2020-04-27","41","2","0","0","16.4666687011719","22.9833414713542","8.91667073567711","64.5","88.5","41","3.29999995231628","1.450000027815501","2.616666694482168","54.90000610351621","25.6000122070314","2"
"147","2020-04-27","19","0","0","0","16.3166646321615","23.3666676839193","8.38333536783856","66.6666666666667","94.83333333333331","40.33333333333334","4.89999961853027","1.683333357175191","3.300000150998434","54.5000122070318","24.6999877929689","0"
"30","2020-04-27","3","2","0","0","17.9142874581473","23.071422467913","12.7714259556362","48.4285714285714","64.71428571428571","35.42857142857143","2.30000114440918","2.585714255060469","4.357142993382046","90.7999694824226","40.0000122070314","2"
"34","2020-04-27","41","3","0","0","16.7571437290737","23.3428545270648","9.21428833007815","61.1428571428571","85.14285714285714","40","2.79999923706055","2.042857170104981","3.642857210976737","62.10007934570371","31.9000061035158","3"
"32","2020-04-27","33","1","0","0","18.1500030517578","22.7333363850912","13.4833312988281","52.6666666666667","67.5","40","1.80000114440918","2.766666690508524","4.249999920527141","93.89998779296953","35.700018310547","1"
"29","2020-04-27","3","9","0","0","16.7142926897322","23.3285679408482","9.12857753208708","61","85","40.14285714285715","3.30000114440918","1.92857153075082","3.371428762163435","61.50010375976621","31.6000488281252","9"
"111","2020-04-27","20","1.8","0","0","17.4333333333334","22.8666625976563","11.283339436849","58.3333333333333","83.5","40.83333333333334","5","2.816666642824809","5.166666746139526","63.3000000000005","31.4000000000001","1.8"
"145","2020-04-27","41","12","0","0","16.2333414713542","22.9333333333334","8.69999593098961","64","88.33333333333333","40.16666666666666","3.79999923706055","1.616666754086813","3.366666913032532","53.4001037597661","24.2000488281251","12"
"112","2020-04-27","33","0.6","0","0","17.4333333333334","23.0499918619792","11.0499969482422","59","85.5","40.33333333333334","10.2999992370605","2.899999976158142","5.400000254313151","62.1999633789067","31.4000000000001","0.6"
"27","2020-04-27","35","0","0","0","16.7428571428572","22.8714320591518","9.74286150251118","61.5714285714286","83.71428571428571","38.71428571428572","0.80000114440918","1.557142845221929","2.900000197546823","66.6000122070319","31.8000000000002","0"
"114","2020-04-27","45","0","0","0","17.4999989827474","22.4999989827474","12.1","58","79.16666666666667","40","4.09999847412109","2.633333325386048","4.666666785875957","67.39989624023491","31.7999938964845","0"
"28","2020-04-27","3","2","0","0","16.7142926897322","23.3285679408482","9.12857753208708","61","85","40.14285714285715","3.30000114440918","1.92857153075082","3.371428762163435","61.50010375976621","31.6000488281252","2"
"218","2020-04-27","23","4","0","0","17.4833262125651","23.2499938964844","10.8666625976563","58.3333333333333","86.16666666666667","39.33333333333334","3.20000076293945","2.9666668176651","5.533333539962769","62.5998962402349","31.6999572753908","4"
"216","2020-04-27","33","5","0","0","17.4857116699219","23.8571498325893","9.80000784737726","54.8571428571429","87.42857142857143","34.28571428571429","0.5","2.614285792623247","4.800000122615269","68.5999816894536","36.9999816894533","5"
"221","2020-04-27","33","4","0","0","16.9428606305804","23.4571428571429","9.41427873883931","59.8571428571429","90.57142857142856","38.14285714285715","3.29999923706055","2.85714294229235","5.471428734915597","60.900024414063","33.2000244140627","4"
"25","2020-04-27","41","1","0","0","16.7285705566406","22.9428562709264","9.74286150251118","61.7142857142857","84.57142857142857","38.71428571428572","1.60000038146973","1.657142877578735","3.057142904826573","67.20001831054739","31.6999938964845","1"
"113","2020-04-27","33","3","0","0","17.4333333333334","22.8666625976563","11.283339436849","58.3333333333333","83.5","40.83333333333334","5","2.816666642824809","5.166666746139526","63.3000000000005","31.4000000000001","3"
"185","2020-04-27","3","0","0","0","17.4000030517578","22.35","11.1500030517578","60","87.5","40","0.100000381469727","3.199999809265137","5.550000190734863","63.399975585938","10.4000061035157","0"
"67","2020-05-04","3","0","0","0","17.533332655165","22.5444410536025","11.9555535210504","61.8888888888889","82.88888888888889","40","5.59999942779541","2.099999997350905","3.777777804268731","123.300030517579","47.9999938964846","0"
"31","2020-05-04","41","1","0","0","17.1714329310826","22.4142787388393","9.94285191127234","55.4285714285714","78","35.57142857142857","0.0999999046325684","2.557142768587385","4.685714210782733","116.4000854492196","34.8000305175783","1"
"66","2020-05-04","41","4","0","0","16.8666693793403","22.5888882107205","10.3111172146268","63.2222222222222","85","38.44444444444444","4.10000038146973","2.000000026490953","3.66666669315762","93.1000854492195","42.0000244140627","4"
"112","2020-05-04","33","0.4","0","0","16.975","22.3250061035156","9.47500000000002","61","90.25","37.25","0","3.25000011920929","5.975000023841858","81.2999633789068","19.1000000000001","0.4"
"219","2020-05-04","42","0","0","0","17.0500045776367","22.4999938964844","9.2749954223633","61","92","36.25","0","3.400000095367432","6.225000023841858","81.99991455078191","19.400018310547","0"
"159","2020-05-04","45","2","0","0","16.599995640346","23.2142839704241","8.52857142857145","63.2857142857143","91.28571428571428","37.57142857142857","0","1.742857200758798","3.58571423803057","83.99995727539121","30.799969482422","2"
"153","2020-05-04","10","2","0","0","17.2000010172526","23.6","10.0833323160808","63","88","39.16666666666666","0.300000190734863","1.700000027815501","3.333333174387614","91.700109863282","30.0000061035158","2"
"37","2020-05-04","26","0","0","0","17.014293561663","22.9714294433594","9.90000087193083","59.7142857142857","84.42857142857143","36.28571428571429","0","1.942857231412615","3.428571496691023","100.9000732421883","33.7000549316408","0"
"36","2020-05-04","19","0","0","0","16.4857073102679","22.6142865862165","9.20000174386163","62.4285714285714","87.28571428571429","37.85714285714285","0","2","3.857142925262451","93.0998962402351","29.9999511718752","0"
"156","2020-05-04","3","1","0","0","16.9166656494141","23.9999989827474","8.2166687011719","60.6666666666667","89.66666666666667","37","0","1.366666714350383","2.800000131130219","94.10009765625072","28.2999938964845","1"
"24","2020-05-04","47","1","0","0","16.7000017438616","22.9000008719308","9.31428571428574","62.7142857142857","86.85714285714286","37.71428571428572","0","2.014285768781389","3.728571346827916","95.7999328613288","31.5000122070314","1"
"64","2020-05-04","29","4","0","0","16.6777757432726","22.9444519042969","9.05555284288197","73.2222222222222","94.22222222222224","47.66666666666666","1.19999980926514","2.02222216129303","3.944444550408258","95.4999572753913","40.2999816894533","4"
"33","2020-05-04","36","10","0","0","17.014293561663","22.9714294433594","9.90000087193083","59.7142857142857","84.42857142857143","36.28571428571429","0","1.942857231412615","3.428571496691023","100.9000732421883","33.7000549316408","10"
"71","2020-05-04","41","0","0","0","16.8285679408482","22.9000008719308","9.18571515764511","67.1428571428571","91.28571428571428","41.42857142857143","0","2.085714374269758","3.528571537562779","100.3999572753914","32.3999755859377","0"
"163","2020-05-04","41","1","0","0","17.4500061035156","23.9166707356771","9.80000203450523","56.5","82.66666666666667","34.5","0","1.99999996026357","3.433333476384481","99.2000305175789","31.5000366210939","1"
"203","2020-05-04","3","1","0","0","17.2444396972656","22.2111111111111","10.9555569118924","59.5555555555556","82.66666666666667","40.55555555555556","1.5","3.099999984105428","5.711111121707493","101.8999633789069","45.3999572753908","1"
"97","2020-05-04","4","0","0","0","16.8499961853028","22.4999977111817","9.87500152587893","68.375","93.25","42.625","1.20000076293945","2.100000023841858","3.637500077486038","87.9000061035164","37.1999694824221","0"
"155","2020-05-04","3","14","0","0","16.7999969482422","23.7166687011719","8.45000101725263","63.1666666666667","94.16666666666669","39.66666666666666","0","1.483333299557368","3.049999992052714","88.8999572753913","27.5999816894533","14"
"78","2020-05-04","10","1","0","0","16.7222195095486","22.2333346896702","10.2222195095486","69.7777777777778","91.66666666666669","46.55555555555556","0","1.744444383515252","4.022222174538507","101.6999755859383","40.6999755859377","1"
"32","2020-05-04","33","0","0","0","17.6250015258789","22.6999984741211","10.8250022888184","56.625","77.75","37.25","0.199999809265137","2.225000008940697","3.874999970197678","137.3000000000009","43.4000122070314","0"
"199","2020-05-04","19","1","0","0","16.9777804904514","22.1666639539931","10.0222242567275","63.6666666666667","90","42.44444444444444","6.50000143051147","3.144444492128161","5.911111036936442","92.3000061035163","43.0000244140627","1"
"158","2020-05-04","25","4","0","0","16.6285731724331","23.071431187221","8.7857125418527","61.4285714285714","88","36.57142857142857","0","1.828571328095028","4.200000081743513","90.300061035157","31.0000122070314","4"
"192","2020-05-04","42","4","0","0","17.514289202009","23.0285714285715","10.1428641183036","59.4285714285714","89.42857142857143","36.57142857142857","0","3.400000095367432","6.357142993382046","91.300091552735","37.2000244140627","4"
"26","2020-05-04","35","0","0","0","16.9142830984933","22.9428562709264","9.74285714285717","60.1428571428571","84.71428571428571","36.42857142857143","0","1.942857146263122","3.814285891396658","100.3999816894539","32.9999816894533","0"
"150","2020-05-04","39","0","0","0","17.1125007629395","23.4624992370606","9.49999771118166","58.875","86.625","35.625","0","1.737499974668026","3.724999994039536","105.5000671386727","39.3000061035158","0"
"88","2020-05-04","11","0","0","0","16.7999969482422","22.9374977111817","9.19999847412112","68.75","91.875","43.875","0","1.900000065565109","3.387500107288361","99.1999450683602","36.7999755859377","0"
"87","2020-05-04","19","0","0","0","16.9999982561384","22.7999991280692","9.52857142857145","67.8571428571429","91.28571428571428","42.42857142857143","0","2.142857228006636","3.614285843712943","96.6999694824226","33.5999877929689","0"
"175","2020-05-04","3","0","0","0","16.9875007629395","23.6625","9.0249954223633","62","90.75","37.25","0","1.550000071525574","3.237499952316284","92.6000305175788","38.3000061035158","0"
"84","2020-05-04","1","1","0","0","17.2777750651042","22.4444383409288","11.4666653103299","62.4444444444444","83.88888888888889","39.33333333333334","4.20000171661377","2.222222275204129","3.811111211776733","113.1999816894539","45.6999755859377","1"
"89","2020-05-04","41","9","0","0","17.8333374023438","24.4666687011719","10.8666676839193","62.3333333333333","88.66666666666667","35","0","2.099999984105428","3.833333492279053","128.6999328613289","33.8000244140626","9"
"144","2020-05-04","31","0","0","0","16.7285749162947","23.2571437290737","8.65714634486609","63","92.42857142857144","37.42857142857143","0.100000381469727","1.871428642954145","4.128571305956159","83.9000183105476","31.7000244140627","0"
"207","2020-05-04","45","9","0","0","17.3999992370606","22.2749992370606","11.1375061035156","57.125","79","39","0.799999713897705","3.037499934434891","5.637500107288361","107.800012207032","41.5999938964846","9"
"160","2020-05-04","41","1","0","0","16.8857186453683","23.8714320591518","8.7999947684152","61.7142857142857","90.42857142857144","36","0","1.671428561210632","3.614285775593349","97.69998168945388","32.8000305175783","1"
"221","2020-05-04","33","1","0","0","16.975","22.6749969482422","8.62500152587893","62","94.75","36.75","0","3.5","6.424999952316284","80.0000244140631","19.1000000000001","1"
"162","2020-05-04","45","4","0","0","16.9374977111817","23.7124954223633","9.06249771118166","61.75","88.5","37.625","0","1.650000005960465","3.862499982118607","101.2999816894539","37.8999816894533","4"
"90","2020-05-04","42","1","0","0","17.2999991280692","24.4714250837054","9.25713936941967","64.8571428571429","93.57142857142856","35.85714285714285","0","1.842857156481062","3.557143007005964","113.4999755859383","35.6999938964845","1"
"91","2020-05-04","26","1","0","0","17.4300048828125","23.9399993896485","9.92000122070315","62.3","88.2","35.4","0","2","3.560000085830688","117.8000793457039","52.3000488281252","1"
"195","2020-05-04","45","2","0","0","17.5857134137835","22.7714303152902","10.7000017438616","58.4285714285714","89.14285714285714","36","0.0999984741210938","2.942857163293021","5.085714544568743","90.3999938964849","37.6999938964845","2"
"27","2020-05-04","35","0","0","0","17.014289202009","23.0285714285715","9.82857230050226","59.4285714285714","84.14285714285714","36.14285714285715","0","1.871428642954145","3.514285768781389","100.3000366210946","33.7000244140627","0"
"184","2020-05-04","33","0","0","0","14.7200012207031","19.2","10.0200012207031","61.2","76.6","45.2","0.800000190734863","4.120000123977661","5.919999885559082","56.0999694824224","12.6000061035157","0"
"70","2020-05-04","19","0","0","0","16.7999991280692","22.4571384974889","9.92856968470984","68.4285714285714","90.71428571428572","44.42857142857143","0","1.685714261872428","3.60000010899135","102.3000488281258","32.1999938964845","0"
"216","2020-05-04","33","0","0","0","17.475","22.9000030517578","10.1749969482422","58","88.75","33.25","0","3.075000166893005","5.524999976158142","89.6999816894537","21.1000000000001","0"
"212","2020-05-04","12","0","0","0","17.3333323160808","22.5666697184245","10.5833374023438","60","86.5","37.83333333333334","0","2.683333396911621","4.716666738192241","89.3999633789069","30.7999938964845","0"
"154","2020-05-04","39","1","0","0","16.9499984741211","23.9000030517578","8.85000000000002","62.25","92.25","35.5","0.100000381469727","1.650000125169754","3.175000011920929","69.5000244140631","18.9999938964845","1"
"105","2020-05-04","12","3","0","0","19.3000122070313","24.7000061035156","12.1","53","74","40","0","2","4.899999618530273","103.000012207032","7.10001220703127","3"
"191","2020-05-04","41","4","0","0","17.5857134137835","22.7714303152902","10.7000017438616","58.4285714285714","89.14285714285714","36","0.0999984741210938","2.942857163293021","5.085714544568743","90.3999938964849","37.6999938964845","4"
"34","2020-05-04","41","3","0","0","16.7714259556362","23.071426827567","8.9571472167969","61.7142857142857","86.71428571428571","36.57142857142857","0","1.957142898014613","3.528571401323591","94.100061035157","31.9999816894533","3"
"95","2020-05-04","42","4","0","0","16.7428571428572","22.7428571428572","9.31428571428574","67.8571428571429","91","42.85714285714285","0","1.799999969346183","3.32857152393886","98.19997558593828","31.8000000000002","4"
"161","2020-05-04","19","1","0","0","17.2375007629395","23.4124961853028","10.0124984741211","57.75","83.625","35.625","0","1.662499949336052","3.60000005364418","111.3999938964851","40.3000061035158","1"
"38","2020-05-04","26","2","0","0","16.9714250837054","23.2285749162947","9.57142246791297","59.5714285714286","85.57142857142857","35.14285714285715","0","2.14285717691694","4.657142843518939","99.4999877929695","33.3999755859377","2"
"220","2020-05-04","18","0","0","0","17.0500045776367","22.4999938964844","9.2749954223633","61","92","36.25","0","3.400000095367432","6.225000023841858","81.99991455078191","19.400018310547","0"
"172","2020-05-04","26","2","0","0","17.5666595458985","24.1666656494141","9.98333638509117","58.5","85.16666666666667","35.66666666666666","0","1.599999984105428","3.866666714350382","102.4999267578133","32.1999572753908","2"
"149","2020-05-04","41","0","0","0","17.1500081380209","22.8999979654948","10.2166636149089","60.5","83.33333333333333","37.33333333333334","0","1.95000014702479","3.816666762034098","97.9000732421882","29.7000488281251","0"
"202","2020-05-04","47","0","0","0","17.3428545270648","22.5571446010045","10.6142822265625","60.1428571428571","86.14285714285714","38.85714285714285","0","2.914285693849836","5.314285618918283","88.9999267578132","35.9999816894533","0"
"152","2020-05-04","26","0","0","0","17.1166676839193","23.5833272298177","9.64999287923179","63","89","39","0.300000190734863","1.700000027815501","3.266666571299235","88.2999755859382","29.5000061035158","0"
"173","2020-05-04","39","3","0","0","17.5666595458985","24.1666656494141","9.98333638509117","58.5","85.16666666666667","35.66666666666666","0","1.599999984105428","3.866666714350382","102.4999267578133","32.1999572753908","3"
"206","2020-05-04","40","1","0","0","17.1499992370606","22.2499977111817","10.3375030517578","61","86.625","40.625","0.199999809265137","3.250000059604645","6.087500095367432","96.49999389648512","39.5999938964846","1"
"196","2020-05-04","43","1","0","0","16.8666727701823","23.0333292643229","8.91111314561634","61.4444444444444","88.44444444444444","36.88888888888889","0","2.200000007947286","3.911111275355021","98.90005493164132","42.0000549316408","1"
"106","2020-05-04","29","1","0","0","17.6400024414063","21.7700012207031","12.320004272461","54.8","74.2","36.5","0.900000095367432","2.880000126361847","5.330000042915344","138.5000610351571","54.4000244140627","1"
"68","2020-05-04","47","0","0","0","17.4142830984933","22.6285731724331","11.628564453125","64.2857142857143","86.71428571428571","41.42857142857143","5.10000133514404","2.242857183728899","3.885714394705636","107.900012207032","36.4999816894533","0"
"218","2020-05-04","23","2","0","0","17.0500045776367","22.4999938964844","9.2749954223633","61","92","36.25","0","3.400000095367432","6.225000023841858","81.9999145507819","19.400018310547","2"
"170","2020-05-04","41","1","0","0","17.1800048828125","23.9","9.2799987792969","61.2","90.6","34.8","0","1.600000095367432","3.479999971389771","79.2000488281256","24.9000244140626","1"
"86","2020-05-04","19","1","0","0","16.7777750651042","22.7888868543837","9.48888888888891","69.7777777777778","92.22222222222224","44.88888888888889","0.300000190734863","1.888888928625319","3.50000015894572","99.19994506836012","41.1999755859377","1"
"116","2020-05-04","4","2","0","0","17.4166707356771","22.9333384195964","9.89999796549481","59.5","88","37.33333333333334","0","2.900000095367432","5.400000015894572","90.199993896485","31.3000244140626","2"
"164","2020-05-04","25","1","0","0","17.349994913737","23.9999989827474","9.35000508626304","59","88","34.5","0","1.899999956289927","3.433333396911621","91.9000366210945","30.899969482422","1"
"204","2020-05-04","45","1","0","0","16.5500045776367","22.8750015258789","7.87500152587893","63.875","93.375","38.875","0","2.912499979138374","5.625","98.3999877929694","34.8000366210939","1"
"115","2020-05-04","31","0.4","0","0","17.0749984741211","21.7500015258789","11.1749969482422","59.75","83","36.75","0","3.024999976158142","5.225000023841858","86.8998901367194","19.4999938964845","0.4"
"169","2020-05-04","39","1","0","0","17.2375007629395","23.1875015258789","10.5125022888184","61.875","85.5","39.375","3.89999866485596","1.824999943375588","4.262500077486038","101.1999938964851","40.3000061035158","1"
"117","2020-05-04","45","0.8","0","0","17.0999923706055","22.1999984741211","10.2999893188477","60","86.25","37.25","0","2.974999964237213","5.24999988079071","83.1999328613287","19.599969482422","0.8"
"215","2020-05-04","47","1","0","0","17.4499984741211","22.7500015258789","10.6750045776367","55.5","80","34","0.499999523162842","2.974999964237213","5.400000214576721","98.1999938964852","20.9999938964845","1"
"83","2020-05-04","47","2","0","0","17.042862374442","22.9999982561384","10.014289202009","60.5714285714286","84.14285714285714","36.57142857142857","1.60000038146973","1.914285796029227","3.514285836900984","92.9001037597664","33.9000366210939","2"
"94","2020-05-04","3","0","0","0","17.1749969482422","24.0374961853028","9.14999923706057","64.125","93.5","34.25","0","1.950000047683716","3.637499839067459","112.9999389648446","39.7999755859377","0"
"104","2020-05-04","41","18","0","0","17.2","21.9899993896485","11.2299987792969","57.4","78.8","37.9","0.300000190734863","2.620000004768372","4.870000052452087","118.5999511718758","50.0000000000002","18"
"189","2020-05-04","35","1","0","0","17.1428597586496","23.014289202009","9.42857404436386","62.2857142857143","87.71428571428571","39","0.300000190734863","2.385714224406651","4.185714449201312","80.5000061035162","34.600018310547","1"
"194","2020-05-04","45","1","0","0","17.4200012207031","22.8","9.9400085449219","58.8","88.8","35.8","0","3.300000095367432","6.000000190734864","85.8000854492193","26.1000061035157","1"
"114","2020-05-04","45","0","0","0","17.0749984741211","21.7500015258789","11.1749969482422","59.75","83","36.75","0","3.024999976158142","5.225000023841858","86.8998901367194","19.4999938964845","0"
"193","2020-05-04","41","0","0","0","17.6499979654948","22.9666687011719","10.4999989827474","57.5","89.5","33.5","0","3.266666809717814","5.849999984105428","89.6999816894537","32.6999877929689","0"
"205","2020-05-04","3","1","0","0","16.7124992370606","22.7124992370606","8.72500000000002","61.625","87.875","38.625","0.199999809265137","2.750000074505806","5.300000011920929","103.9999755859383","36.0999938964846","1"
"145","2020-05-04","41","20","0","0","16.6250015258789","23.1625","8.78750381469729","62.25","89.5","37.75","0.100000381469727","1.712499938905239","3.78749993443489","88.8001159667975","35.4000122070314","20"
"178","2020-05-04","35","1","0","0","17.1999984741211","23.5000015258789","9.56250152587893","60","87.375","37.25","0","1.625000029802322","3.537500143051148","107.300012207032","39.9999877929689","1"
"157","2020-05-04","12","0","0","0","15.8399963378906","22.9399963378906","7.2799987792969","65","93.4","39.8","0","1.720000040531158","3.67999997138977","75.8999816894537","18.1999816894532","0"
"214","2020-05-04","44","2","0","0","17.4499984741211","22.7500015258789","10.6750045776367","55.5","80","34","0.499999523162842","2.974999964237213","5.400000214576721","98.1999938964852","20.9999938964845","2"
"222","2020-05-04","19","1","0","0","16.975","22.6749969482422","8.62500152587893","62","94.75","36.75","0","3.5","6.424999952316284","80.0000244140631","19.1000000000001","1"
"65","2020-05-04","10","0","0","0","16.9857160295759","22.2428571428572","10.6857107979911","66.5714285714286","90.42857142857144","42.28571428571429","2.70000171661377","2.257142884390695","3.871428762163435","92.5999511718757","33.5000122070314","0"
"171","2020-05-04","19","0","0","0","17.2166687011719","23.9000030517578","9.26666666666669","60.5","89.16666666666667","36","0","1.683333277702332","3.633333603541056","86.7000793457038","30.1000122070314","0"
"186","2020-05-04","29","13","0","0","16.8222222222222","22.3777811686198","9.72221950954863","62.2222222222222","89","39.33333333333334","0.100000381469727","2.599999984105428","4.744444502724542","94.5999694824225","41.6000000000002","13"
"93","2020-05-04","7","0","0","0","17.2857125418527","24.4571384974889","9.25714372907368","64.2857142857143","93.14285714285714","35.14285714285715","0","1.828571455819267","3.514285598482405","112.9999389648445","35.5999877929689","0"
"147","2020-05-04","19","1","0","0","16.85","23.7749954223633","8.22500000000002","63","96.625","36.25","0","1.774999968707562","3.750000089406967","91.700012207032","37.2000000000002","1"
"151","2020-05-04","41","0","0","0","17.2333363850912","23.6","10.1500030517578","62.6666666666667","87.5","39.33333333333334","0.300000190734863","1.783333321412404","3.483333428700765","93.0000671386726","30.200018310547","0"
"148","2020-05-04","40","0","0","0","17.1833333333334","23.3666676839193","10.1","61.8333333333333","86.33333333333333","38.33333333333334","0.100000381469727","1.816666781902313","3.533333301544189","93.7000244140632","29.9000000000001","0"
"198","2020-05-04","41","1","0","0","17.1222235785591","21.7888902452257","11.5222208658854","60.1111111111111","80.33333333333333","42.11111111111112","4.80000162124634","2.644444465637207","4.911111222373115","107.9999938964852","44.3000122070315","1"
"201","2020-05-04","31","2","0","0","17.3166697184245","22.5833323160808","9.98333638509117","60.5","87","39.5","0","2.950000047683716","5.500000079472859","88.4000061035162","30.700018310547","2"
"119","2020-05-04","35","0","0","0","17.1750007629395","22.4624992370606","10.2624984741211","62.375","89.625","41.125","10.2999992370605","3.150000065565109","5.900000035762787","86.89997558593811","39.8000061035158","0"
"81","2020-05-04","42","0","0","0","17.6749969482422","23.7875","11.0624938964844","59.375","85.375","33.5","0","2.287499964237213","3.950000166893005","135.800128173829","43.7999755859377","0"
"111","2020-05-04","20","1.2","0","0","17.0500045776367","22.225","9.90000305175784","60.5","88.5","37.25","0","3.175000071525574","5.725000262260437","82.7000183105475","19.400018310547","1.2"
"85","2020-05-04","47","0","0","0","17.2857125418527","24.4571384974889","9.25714372907368","64.2857142857143","93.14285714285714","35.14285714285715","0","1.828571455819267","3.514285598482405","112.9999389648445","35.5999877929689","0"
"35","2020-05-04","39","1","0","0","17.014293561663","22.9714294433594","9.90000087193083","59.7142857142857","84.42857142857143","36.28571428571429","0","1.942857231412615","3.428571496691023","100.9000732421883","33.7000549316408","1"
"185","2020-05-04","3","0","0","0","16.6571419852121","22.3857186453683","9.31428135463172","62.8571428571429","89.42857142857143","39.14285714285715","0","2.428571462631226","4.514285734721592","94.5999694824225","31.1999938964845","0"
"188","2020-05-04","19","0","0","0","17.1714372907366","22.7857125418527","9.94285627092636","62","86.28571428571429","39.57142857142857","0.5","2.17142869744982","3.857142925262451","84.60004272461","34.8000610351564","0"
"79","2020-05-04","42","0","0","0","16.5666680230035","22.4444383409288","9.8666693793403","71.4444444444444","93.77777777777776","46","1.30000019073486","2.066666616333856","4.866666820314196","98.2000000000008","39.3000122070315","0"
"200","2020-05-04","19","1","0","0","17.1999959309896","22.8833302815755","8.81666463216148","61.8333333333333","93","39.5","0","3.300000031789144","6.28333330154419","85.2000122070318","29.9999755859376","1"
"82","2020-05-04","43","1","0","0","17.3125053405762","24.0000015258789","9.61250076293948","61.625","88.25","34.25","0","2.037499994039536","3.712500035762787","117.800079345704","40.9000427246096","1"
"177","2020-05-04","41","0","0","0","17.2250038146973","23.4874969482422","9.78749618530276","60.125","85.75","38","0","1.612500041723251","3.574999988079071","104.5999938964851","40.2000305175783","0"
"197","2020-05-04","45","1.33333333333333","0","0","17.0999923706055","22.1999984741211","10.2999893188477","60","86.25","37.25","0","2.974999964237213","5.24999988079071","83.1999328613288","19.599969482422","1.33333333333333"
"28","2020-05-04","3","1","0","0","16.7999991280692","23.1","8.91429181780136","61.7142857142857","86.71428571428571","36.28571428571429","0","1.914285727909633","3.41428576196943","93.7000976562507","32.1999938964845","1"
"209","2020-05-04","35","1","0","0","17.2999947684152","22.4142874581473","10.3285723005023","58.5714285714286","82.71428571428571","39.28571428571429","0","3","5.614285673413958","101.8999633789069","35.6999633789064","1"
